Date,Open,High,Low,Close,Volume
2024-06-07,1490.42,1501.74,1474.58,1485.86,1337664
2024-06-10,1524.16,1533.27,1517.13,1526.23,274847
2024-06-11,1524.35,1532.07,1513.37,1521.07,521673
2024-06-12,1540.43,1549.46,1529.38,1538.4,2684168
2024-06-13,1570.96,1585.96,1557.92,1572.91,948345
2024-06-14,1564.58,1576.77,1556.73,1568.91,929693
2024-06-17,1628.63,1641.47,1613.88,1626.71,827882
2024-06-18,1641.54,1657.58,1626.57,1642.59,1010061
2024-06-19,1655.99,1674.18,1631.63,1649.76,2186151
2024-06-20,1689.69,1696.55,1679.63,1686.48,277580
2024-06-21,1694.56,1702.95,1685.83,1694.21,1723340
2024-06-24,1705.48,1724.39,1691.25,1710.12,1486639
2024-06-25,1770.71,1785.86,1749.5,1764.59,608747
2024-06-26,1769.53,1782.16,1749.6,1762.18,1293487
2024-06-27,1722.07,1742.95,1705.66,1726.49,2001264
2024-06-28,1753.56,1760.33,1743.09,1749.85,763968
2024-07-01,1730.27,1752.24,1714.34,1736.25,1641037
2024-07-02,1711.14,1716.63,1700.48,1705.95,1103807
2024-07-03,1664.46,1678.42,1645.5,1659.42,1697398
2024-07-04,1653.48,1677.1,1635.31,1658.87,1515389
2024-07-05,1648.7,1664.33,1628.81,1644.4,1703615
2024-07-08,1631.5,1639.49,1623.93,1631.91,683436
2024-07-09,1619.26,1626.71,1613.49,1620.93,764759
2024-07-10,1649.26,1657.81,1637.02,1645.55,1811175
2024-07-11,1635.97,1650.03,1619.6,1633.64,2302235
2024-07-12,1620.63,1627.94,1614.22,1621.52,485853
2024-07-15,1604.64,1627.15,1589.89,1612.33,1207897
2024-07-16,1626.37,1634.36,1618.03,1626.02,1767798
2024-07-17,1679.38,1697.91,1652.83,1671.27,1102813
2024-07-18,1652.62,1673.49,1632.22,1653.09,2538213
2024-07-19,1616.16,1641.67,1595.98,1621.42,1686242
2024-07-22,1589.02,1606.59,1579.24,1596.75,3087032
2024-07-23,1571.63,1580.04,1564.84,1573.24,662907
2024-07-24,1633.9,1645.51,1616.27,1627.84,689452
2024-07-25,1633.49,1653.69,1607.71,1627.84,525951
2024-07-26,1649.53,1660.31,1632.51,1643.25,1385145
2024-07-29,1627.31,1642.99,1608.34,1623.98,388280
2024-07-30,1641.4,1656.88,1619.74,1635.16,1712911
2024-07-31,1651.14,1663.21,1638.59,1650.66,832463
2024-08-01,1660.85,1672.93,1655.02,1667.09,907309
2024-08-02,1711.1,1734.53,1690.56,1713.96,1267589
2024-08-05,1710.36,1724.6,1696.91,1711.14,941124
2024-08-06,1723.88,1747.54,1703.52,1727.13,571918
2024-08-07,1737.1,1752.85,1715.18,1730.87,2522447
2024-08-08,1724.2,1742.99,1698.01,1716.73,1117558
2024-08-09,1698.3,1707.95,1681.33,1690.94,1189929
2024-08-12,1701.91,1726.38,1682.31,1706.73,3976818
2024-08-13,1746.48,1752.53,1737.82,1743.86,609074
2024-08-14,1711.17,1726.19,1689.33,1704.29,1569029
2024-08-15,1744.1,1760.14,1724.79,1740.8,488458
2024-08-16,1763.5,1771.57,1759.06,1767.12,1638448
2024-08-19,1800.02,1820.68,1770.71,1791.27,964278
2024-08-20,1795.39,1817.62,1769.01,1791.2,1385724
2024-08-21,1881.42,1901.49,1863.84,1883.89,691210
2024-08-22,1901.53,1906.48,1893.49,1898.44,2115297
2024-08-23,1883.49,1895.17,1875.96,1887.63,1526300
2024-08-26,1943.39,1949.9,1932.73,1939.22,1939331
2024-08-27,1934.61,1960.56,1917.42,1943.29,1335692
2024-08-28,1955.45,1969.25,1946.86,1960.63,1151610
2024-08-29,1980.29,2007.65,1958.99,1986.28,1876669
2024-08-30,1971.61,1989.53,1956.64,1974.54,3473899
2024-09-02,1958.5,1968.31,1945.01,1954.8,4540108
2024-09-03,1930.79,1940.61,1911.95,1921.72,2293392
2024-09-04,1923.06,1938.34,1906.07,1921.33,625078
2024-09-05,1966.6,1988.16,1936.81,1958.28,3531005
2024-09-06,1930.85,1960.81,1909.03,1938.89,1109635
2024-09-09,1985.0,1996.7,1965.8,1977.45,987966
2024-09-10,1969.2,1986.25,1955.03,1972.05,1535053
2024-09-11,1969.96,1981.66,1950.09,1961.74,1718860
2024-09-12,1934.31,1942.46,1925.45,1933.6,1035082
2024-09-13,1983.53,1995.15,1965.99,1977.58,585165
2024-09-16,2009.58,2027.29,1994.25,2011.93,636694
2024-09-17,2040.89,2056.0,2018.2,2033.25,2266000
2024-09-18,2090.33,2104.5,2074.49,2088.65,4084160
2024-09-19,2108.06,2130.51,2078.21,2100.58,3068076
2024-09-20,2040.67,2056.96,2026.0,2042.28,1931097
2024-09-23,2015.61,2036.15,1990.3,2010.79,1079939
2024-09-24,2035.49,2047.2,2014.04,2025.69,2351820
2024-09-25,2080.64,2099.34,2063.44,2082.13,827653
2024-09-26,2132.64,2159.11,2114.49,2140.89,5514803
2024-09-27,2143.39,2177.81,2117.8,2152.11,1498515
2024-09-30,2169.47,2176.04,2153.03,2159.57,479346
2024-10-01,2193.76,2222.73,2172.93,2201.82,514644
2024-10-02,2193.32,2224.2,2172.51,2203.28,1608318
2024-10-03,2185.87,2219.83,2158.78,2192.66,1968755
2024-10-04,2162.31,2176.11,2149.42,2163.21,3244638
2024-10-07,2131.38,2156.89,2106.44,2131.94,1649019
2024-10-08,2164.12,2174.07,2149.24,2159.16,629526
2024-10-09,2166.03,2176.19,2147.09,2157.2,1272281
2024-10-10,2195.71,2211.8,2171.83,2187.87,752023
2024-10-11,2159.56,2169.35,2152.75,2162.53,1043148
2024-10-14,2106.19,2135.71,2086.84,2116.27,1736480
2024-10-15,2145.98,2159.95,2128.03,2141.97,808120
2024-10-16,2100.52,2111.37,2088.82,2099.66,736634
2024-10-17,2066.96,2088.96,2049.87,2071.82,2322576
2024-10-18,2130.34,2152.59,2105.16,2127.38,796214
2024-10-21,2142.84,2156.49,2128.46,2142.11,3273442
2024-10-22,2112.27,2133.16,2098.04,2118.88,3434250
2024-10-23,2111.77,2126.02,2105.08,2119.32,1964861
2024-10-24,2095.53,2121.65,2067.61,2093.7,914989
2024-10-25,2103.1,2123.8,2072.16,2092.76,704756
2024-10-28,2142.7,2163.81,2116.6,2137.66,534089
2024-10-29,2191.2,2210.56,2180.71,2200.03,849129
2024-10-30,2161.6,2183.24,2144.73,2166.33,1834165
2024-10-31,2199.13,2213.2,2178.27,2192.3,646176
2024-11-01,2190.08,2201.29,2168.1,2179.26,620397
2024-11-04,2195.18,2225.36,2170.57,2200.69,2840153
2024-11-05,2241.61,2273.16,2215.19,2246.68,1596128
2024-11-06,2278.62,2315.71,2251.89,2288.87,920098
2024-11-07,2276.22,2302.71,2260.88,2287.29,1212692
2024-11-08,2391.51,2409.62,2365.98,2384.03,4446876
2024-11-11,2407.62,2431.32,2392.06,2415.71,550697
2024-11-12,2484.77,2515.05,2445.13,2475.28,1780381
2024-11-13,2540.27,2565.76,2502.49,2527.85,1814822
2024-11-14,2575.75,2602.55,2543.96,2570.71,1196734
2024-11-15,2610.31,2634.04,2587.19,2610.91,480441
2024-11-18,2666.23,2683.34,2657.56,2674.64,1351156
2024-11-19,2760.25,2792.01,2728.97,2760.72,2236868
2024-11-20,2840.44,2868.77,2818.39,2846.66,1621152
2024-11-21,2847.66,2865.42,2818.2,2835.88,2546295
2024-11-22,2827.87,2858.4,2800.95,2831.44,1613320
2024-11-25,2771.36,2790.03,2742.25,2760.85,1453470
2024-11-26,2816.9,2830.82,2801.16,2815.06,815090
2024-11-27,2837.65,2859.06,2819.98,2841.37,1527877
2024-11-28,2841.89,2853.06,2830.76,2841.93,564445
2024-11-29,2826.68,2860.2,2802.59,2836.03,564976
2024-12-02,2928.35,2945.89,2903.91,2921.4,2987797
2024-12-03,2927.83,2967.86,2895.2,2935.15,984669
2024-12-04,2945.35,2972.47,2926.65,2953.71,882373
2024-12-05,3002.55,3022.34,2975.82,2995.56,900714
2024-12-06,3051.97,3073.31,3024.9,3046.19,2777861
2024-12-09,3035.04,3052.52,3019.73,3037.2,1190331
2024-12-10,2965.14,3007.68,2932.06,2974.5,808158
2024-12-11,2984.18,3020.26,2954.82,2990.83,1419489
2024-12-12,2960.82,2983.02,2936.72,2958.91,1070443
2024-12-13,2846.28,2880.63,2808.96,2843.28,580454
2024-12-16,2836.45,2863.6,2819.25,2846.34,1266358
2024-12-17,2957.89,2981.02,2925.36,2948.42,2265382
2024-12-18,2904.47,2932.48,2886.8,2914.74,1791126
2024-12-19,2980.48,3013.5,2933.21,2966.07,2519685
2024-12-20,2919.17,2952.32,2895.69,2928.76,2021618
2024-12-23,2872.38,2906.97,2835.44,2870.0,778547
2024-12-24,2819.53,2833.94,2803.38,2817.78,405556
2024-12-25,2765.66,2788.4,2743.5,2766.23,1548058
2024-12-26,2755.53,2769.46,2747.37,2761.27,1183550
2024-12-27,2869.21,2905.03,2829.62,2865.4,697729
2024-12-30,2970.38,2991.1,2961.0,2981.69,816904
2024-12-31,3047.94,3083.32,3023.94,3059.24,1549397
2025-01-01,3023.08,3051.04,3008.42,3036.31,330437
2025-01-02,3057.39,3085.39,3039.22,3067.16,820904
2025-01-03,3128.94,3158.83,3088.61,3118.39,591844
2025-01-06,3096.71,3123.09,3066.59,3092.95,1184598
2025-01-07,3105.07,3142.89,3075.3,3113.04,827323
2025-01-08,3107.2,3144.67,3061.2,3098.57,796246
2025-01-09,3063.04,3097.15,3030.95,3065.04,985110
2025-01-10,3162.23,3179.14,3144.1,3161.0,1200667
2025-01-13,3247.26,3265.99,3216.98,3235.64,1123085
2025-01-14,3196.6,3228.06,3163.2,3194.64,731474
2025-01-15,3222.31,3252.81,3184.54,3214.97,497265
2025-01-16,3230.17,3260.21,3209.53,3239.51,2595776
2025-01-17,3208.91,3251.38,3178.05,3220.41,923365
2025-01-20,3263.26,3276.37,3234.1,3247.15,1671524
2025-01-21,3169.35,3217.98,3136.69,3185.15,933350
2025-01-22,3224.67,3258.65,3196.71,3230.63,1338520
2025-01-23,3191.24,3233.38,3156.48,3198.54,596234
2025-01-24,3198.57,3217.99,3167.96,3187.3,1389382
2025-01-27,3127.57,3159.52,3083.73,3115.56,950348
2025-01-28,3188.61,3206.65,3158.74,3176.71,1765870
2025-01-29,3160.69,3183.2,3132.07,3154.54,1203621
2025-01-30,3198.62,3213.26,3190.04,3204.66,1912828
2025-01-31,3235.04,3256.57,3201.17,3222.62,2722313
2025-02-03,3147.17,3179.6,3123.92,3156.29,742290
2025-02-04,3143.19,3159.95,3135.2,3151.94,1863248
2025-02-05,3154.8,3192.07,3123.05,3160.26,489767
2025-02-06,3080.57,3117.86,3057.07,3094.25,898180
2025-02-07,3092.92,3104.89,3083.8,3095.76,2546316
2025-02-10,3082.68,3103.88,3055.6,3076.75,1510958
2025-02-11,3067.77,3094.09,3030.89,3057.12,541981
2025-02-12,3004.22,3044.5,2968.24,3008.48,644569
2025-02-13,2943.27,2973.27,2927.71,2957.63,1612929
2025-02-14,2931.57,2955.74,2896.38,2920.46,610631
2025-02-17,2952.97,2981.56,2916.76,2945.28,1977968
2025-02-18,2902.64,2935.69,2877.37,2910.35,1519311
2025-02-19,2891.78,2906.8,2868.46,2883.43,1826466
2025-02-20,2871.94,2882.57,2860.01,2870.63,2303684
2025-02-21,2844.13,2879.7,2821.45,2856.91,2280013
2025-02-24,2868.07,2894.83,2829.28,2855.93,1687337
2025-02-25,2900.45,2910.73,2888.34,2898.61,1003200
2025-02-26,2896.4,2916.27,2877.31,2897.18,359840
2025-02-27,2871.67,2879.29,2859.74,2867.36,760675
2025-02-28,2922.32,2955.47,2878.03,2911.05,1924811
2025-03-03,2904.85,2928.21,2881.02,2904.38,1055060
2025-03-04,2919.78,2937.03,2906.54,2923.78,854072
2025-03-05,2859.85,2887.65,2821.4,2849.09,1331387
2025-03-06,2824.24,2845.45,2814.42,2835.59,1250233
2025-03-07,2840.77,2880.88,2808.67,2848.7,670614
2025-03-10,2781.14,2796.13,2771.8,2786.77,2476193
2025-03-11,2689.42,2712.53,2668.26,2691.35,1031554
2025-03-12,2697.32,2730.28,2658.4,2691.28,674152
2025-03-13,2629.03,2638.35,2614.39,2623.7,1402528
2025-03-14,2548.87,2560.41,2537.47,2549.01,1432581
2025-03-17,2493.1,2499.77,2483.26,2489.92,1524410
2025-03-18,2530.59,2558.23,2498.34,2525.92,526641
2025-03-19,2542.11,2558.34,2514.31,2530.47,766247
2025-03-20,2587.83,2609.1,2558.67,2579.88,1948250
2025-03-21,2639.24,2657.48,2617.15,2635.37,841548
2025-03-24,2550.95,2563.6,2543.91,2556.54,3851863
2025-03-25,2560.98,2589.59,2525.91,2554.44,691528
2025-03-26,2501.55,2522.39,2475.91,2496.7,1014359
2025-03-27,2501.4,2525.63,2469.7,2493.86,1737806
2025-03-28,2464.61,2482.53,2453.92,2471.81,2892485
2025-03-31,2459.39,2491.81,2433.1,2465.46,513703
2025-04-01,2473.03,2488.49,2455.49,2470.94,1764686
2025-04-02,2486.5,2514.81,2446.66,2474.85,2266725
2025-04-03,2444.35,2452.15,2433.55,2441.34,2471705
2025-04-04,2436.15,2473.44,2408.78,2445.95,979502
2025-04-07,2573.85,2602.52,2539.37,2567.97,1447340
2025-04-08,2606.72,2620.7,2587.0,2600.94,1394323
2025-04-09,2557.21,2592.77,2532.83,2568.29,3333963
2025-04-10,2519.09,2549.23,2499.17,2529.23,1023491
2025-04-11,2523.39,2540.75,2503.98,2521.32,969938
2025-04-14,2536.06,2547.34,2525.32,2536.59,1465402
2025-04-15,2545.85,2567.71,2512.63,2534.39,4146860
2025-04-16,2495.61,2526.73,2455.65,2486.66,1078534
2025-04-17,2397.52,2411.15,2391.4,2405.01,1857224
2025-04-18,2442.28,2455.7,2429.33,2442.75,1074108
2025-04-21,2515.61,2530.59,2489.83,2504.75,619124
2025-04-22,2519.24,2532.02,2496.24,2508.97,510837
2025-04-23,2472.49,2493.6,2445.06,2466.12,592969
2025-04-24,2470.87,2491.26,2456.66,2477.01,1272663
2025-04-25,2484.72,2512.48,2460.08,2487.82,2207659
2025-04-28,2424.55,2459.3,2401.14,2435.79,1418363
2025-04-29,2456.83,2471.92,2445.17,2460.25,682076
2025-04-30,2420.89,2443.68,2405.03,2427.78,1164613
2025-05-01,2418.57,2425.06,2406.83,2413.3,495630
2025-05-02,2384.28,2406.06,2364.31,2386.08,836357
2025-05-05,2407.65,2430.48,2389.29,2412.09,1435782
2025-05-06,2361.98,2378.05,2348.65,2364.7,573290
2025-05-07,2420.5,2430.56,2404.86,2414.9,664794
2025-05-08,2448.02,2472.78,2426.43,2451.17,438434
2025-05-09,2403.43,2418.37,2393.47,2408.39,1370197
2025-05-12,2434.0,2446.53,2422.29,2434.82,1521560
2025-05-13,2410.47,2425.16,2388.36,2403.01,2271747
2025-05-14,2357.44,2374.45,2349.05,2366.02,2423945
2025-05-15,2398.72,2417.12,2375.72,2394.09,842253
2025-05-16,2440.47,2452.74,2429.22,2441.49,1597202
2025-05-19,2491.01,2512.24,2458.27,2479.39,1261699
2025-05-20,2433.87,2455.65,2416.79,2438.53,849503
2025-05-21,2457.13,2471.42,2431.48,2445.71,1274496
2025-05-22,2474.77,2490.83,2458.93,2474.98,639767
2025-05-23,2529.48,2549.0,2519.76,2539.24,823697
2025-05-26,2526.37,2547.88,2500.61,2522.08,1116119
2025-05-27,2491.98,2504.2,2481.56,2493.77,911678
2025-05-28,2519.86,2559.36,2492.93,2532.29,925107
2025-05-29,2491.43,2501.59,2481.33,2491.49,5507130
2025-05-30,2464.45,2496.63,2436.9,2469.03,1429350
2025-06-02,2514.07,2539.21,2487.59,2512.71,1244518
2025-06-03,2490.12,2512.93,2455.22,2477.93,507894
2025-06-04,2459.63,2487.09,2428.5,2455.91,1177012
2025-06-05,2459.51,2493.21,2435.76,2469.36,2729227
2025-06-06,2426.82,2457.77,2405.26,2436.12,864433
2025-06-09,2463.34,2492.97,2428.0,2457.56,1288573
2025-06-10,2419.07,2439.67,2397.98,2418.57,2565209
2025-06-11,2445.66,2468.75,2424.76,2447.83,879920
2025-06-12,2489.39,2502.44,2472.67,2485.7,467529
2025-06-13,2490.52,2507.58,2481.2,2498.23,1303347
2025-06-16,2480.79,2499.36,2463.7,2482.26,1895772
2025-06-17,2387.79,2422.4,2359.22,2393.75,2229615
2025-06-18,2379.75,2391.96,2361.54,2373.73,336872
2025-06-19,2412.06,2427.33,2402.93,2418.17,1118954
2025-06-20,2407.5,2441.56,2377.99,2411.99,1637523
2025-06-23,2478.41,2506.28,2440.81,2468.56,2351823
2025-06-24,2421.45,2437.46,2412.89,2428.87,1288489
2025-06-25,2416.42,2440.5,2381.09,2405.06,2473659
2025-06-26,2470.14,2484.57,2447.83,2462.21,1501325
2025-06-27,2433.69,2445.59,2418.47,2430.36,787729
2025-06-30,2425.25,2445.83,2401.29,2421.84,2946796
2025-07-01,2445.69,2468.4,2412.21,2434.82,3995165
2025-07-02,2459.36,2476.24,2451.73,2468.59,1066485
2025-07-03,2447.32,2459.52,2438.91,2451.11,1645301
2025-07-04,2486.28,2502.69,2459.05,2475.39,1336777
2025-07-07,2442.99,2462.69,2413.42,2433.04,3482377
2025-07-08,2468.38,2482.35,2459.86,2473.8,1105455
2025-07-09,2447.1,2476.11,2426.76,2455.7,1211981
2025-07-10,2447.99,2457.3,2435.89,2445.2,971852
2025-07-11,2437.94,2455.33,2413.87,2431.22,733977
2025-07-14,2450.11,2486.04,2425.28,2461.1,2344057
2025-07-15,2525.49,2546.54,2496.46,2517.44,866116
2025-07-16,2520.96,2554.53,2497.76,2531.22,1196980
2025-07-17,2534.87,2546.42,2524.92,2536.46,3569143
2025-07-18,2525.42,2554.52,2505.67,2534.7,1512480
2025-07-21,2488.85,2516.76,2471.42,2499.25,672757
2025-07-22,2479.18,2498.24,2463.14,2482.18,1119014
2025-07-23,2487.8,2514.18,2451.68,2477.96,1932125
2025-07-24,2514.45,2526.83,2494.74,2507.08,1020330
2025-07-25,2503.08,2516.41,2493.94,2507.26,1063302
2025-07-28,2502.95,2516.32,2485.5,2498.85,385460
2025-07-29,2443.55,2464.94,2416.5,2437.85,1110773
2025-07-30,2489.46,2504.49,2476.45,2491.48,588282
2025-07-31,2482.52,2505.3,2462.18,2484.94,2406888
2025-08-01,2440.63,2466.47,2406.66,2432.41,1302954
2025-08-04,2442.59,2458.15,2436.38,2451.92,483751
2025-08-05,2514.32,2536.47,2490.77,2512.92,1066446
2025-08-06,2454.59,2467.52,2430.56,2443.42,865987
2025-08-07,2481.25,2510.64,2446.34,2475.66,637854
2025-08-08,2511.71,2538.95,2479.94,2507.13,1773948
2025-08-11,2460.67,2476.88,2440.47,2456.65,1170969
2025-08-12,2442.12,2456.79,2430.27,2444.92,2734848
2025-08-13,2447.91,2477.98,2406.5,2436.43,702140
2025-08-14,2491.12,2512.17,2463.39,2484.38,2897959
2025-08-15,2478.05,2504.11,2460.26,2486.26,1524203
2025-08-18,2488.43,2507.78,2460.09,2479.36,2500769
2025-08-19,2443.58,2470.36,2426.54,2453.25,1253572
2025-08-20,2428.95,2456.89,2410.51,2438.37,4995520
2025-08-21,2367.28,2380.15,2356.08,2368.94,1821506
2025-08-22,2276.18,2301.56,2240.39,2265.65,1056072
2025-08-25,2309.0,2337.1,2274.36,2302.38,813952
2025-08-26,2307.02,2331.31,2285.44,2309.71,2375232
2025-08-27,2258.74,2287.39,2231.71,2260.34,1330110
2025-08-28,2305.9,2321.55,2289.06,2304.7,3142652
2025-08-29,2340.08,2347.89,2322.64,2330.42,592772
2025-09-01,2324.15,2334.58,2303.37,2313.76,2974099
2025-09-02,2354.19,2378.98,2325.3,2350.05,1680408
2025-09-03,2324.33,2336.69,2311.27,2323.63,328953
2025-09-04,2313.73,2342.36,2288.16,2316.76,1266595
2025-09-05,2292.18,2320.45,2263.31,2291.57,1277857
2025-09-08,2339.28,2349.34,2323.62,2333.66,540589
2025-09-09,2278.17,2311.93,2255.13,2288.79,360516
2025-09-10,2375.17,2394.79,2347.21,2366.75,1128593
2025-09-11,2399.19,2418.94,2374.83,2394.53,1638338
2025-09-12,2384.46,2398.6,2361.1,2375.17,1037957
2025-09-15,2367.05,2378.88,2353.07,2364.89,1051082
2025-09-16,2350.5,2363.49,2327.91,2340.85,1357296
2025-09-17,2373.26,2395.2,2351.04,2372.98,840079
2025-09-18,2365.92,2392.62,2338.86,2365.55,1550864
2025-09-19,2394.35,2408.74,2368.93,2383.25,555975
2025-09-22,2475.92,2483.85,2461.62,2469.53,431986
2025-09-23,2498.72,2528.39,2470.06,2499.72,1898111
2025-09-24,2493.55,2511.8,2465.4,2483.57,1952524
2025-09-25,2483.37,2498.46,2474.14,2489.21,1185890
2025-09-26,2421.91,2454.38,2396.18,2428.58,278666
2025-09-29,2452.01,2477.71,2431.15,2456.82,877295
2025-09-30,2485.7,2515.94,2456.93,2487.16,637669
2025-10-01,2513.05,2540.0,2482.07,2508.97,1073551
2025-10-02,2557.12,2578.78,2534.78,2556.43,913095
2025-10-03,2543.17,2568.2,2508.85,2533.79,1565901
2025-10-06,2478.8,2519.87,2450.24,2491.17,1784866
2025-10-07,2532.75,2558.98,2509.18,2535.39,1451393
2025-10-08,2481.66,2502.12,2470.83,2491.24,1082444
2025-10-09,2524.14,2534.96,2509.89,2520.71,974596
2025-10-10,2574.34,2589.11,2559.52,2574.28,1626360
2025-10-13,2604.72,2625.76,2590.38,2611.39,695553
2025-10-14,2616.93,2647.02,2593.29,2623.32,791033
2025-10-15,2579.27,2586.66,2565.59,2572.96,1352759
2025-10-16,2591.04,2610.97,2566.6,2586.49,1306879
2025-10-17,2605.64,2616.38,2587.19,2597.9,863932
2025-10-20,2606.32,2638.22,2564.04,2595.82,1496138
2025-10-21,2549.54,2571.48,2527.5,2549.44,567893
2025-10-22,2548.33,2575.22,2520.27,2547.14,1088988
2025-10-23,2489.37,2511.85,2459.31,2481.72,2239747
2025-10-24,2492.54,2499.51,2483.66,2490.62,810029
2025-10-27,2522.43,2544.37,2512.1,2533.99,2250254
2025-10-28,2536.64,2560.3,2522.26,2545.87,483696
2025-10-29,2512.41,2535.64,2495.17,2518.36,2930785
2025-10-30,2565.5,2588.37,2543.65,2566.52,701538
2025-10-31,2476.53,2499.46,2456.55,2479.46,3352574
2025-11-03,2538.86,2564.5,2506.99,2532.56,307265
2025-11-04,2528.78,2546.24,2513.12,2530.57,1830983
2025-11-05,2459.66,2485.33,2424.29,2449.86,1126893
2025-11-06,2399.75,2425.24,2383.68,2409.1,1112547
2025-11-07,2415.51,2451.71,2388.71,2424.81,1070883
2025-11-10,2402.44,2421.26,2379.65,2398.43,1316619
2025-11-11,2371.79,2383.16,2354.24,2365.57,1026568
2025-11-12,2339.16,2354.75,2316.76,2332.31,1664315
2025-11-13,2330.96,2353.92,2296.7,2319.55,673319
2025-11-14,2293.05,2326.32,2269.99,2303.16,2037710
2025-11-17,2309.75,2346.06,2282.08,2318.29,2021766
2025-11-18,2244.84,2272.52,2224.95,2252.56,4342144
2025-11-19,2231.47,2242.97,2215.23,2226.7,1502837
2025-11-20,2202.3,2217.11,2177.07,2191.81,1708528
2025-11-21,2219.95,2242.08,2196.38,2218.5,937998
2025-11-24,2185.49,2207.72,2166.71,2188.91,1590124
2025-11-25,2183.21,2190.96,2172.62,2180.35,2173417
2025-11-26,2160.42,2178.71,2144.57,2162.85,3058066
2025-11-27,2140.18,2166.85,2117.72,2144.35,1427674
2025-11-28,2125.64,2149.46,2104.63,2128.42,2454477
2025-12-01,2066.73,2087.35,2036.33,2056.85,391368
2025-12-02,2071.39,2085.73,2063.1,2077.41,889804
2025-12-03,2051.58,2076.75,2029.72,2054.86,3043235
2025-12-04,1978.5,1994.84,1964.07,1980.4,1804789
2025-12-05,1983.32,1996.87,1977.98,1991.51,1654177
2025-12-08,1961.85,1981.22,1943.55,1962.9,1488880
2025-12-09,1920.57,1931.66,1910.94,1922.02,2407699
2025-12-10,1962.8,1983.65,1936.07,1956.86,1315236
2025-12-11,1984.71,2006.6,1971.28,1993.11,488300
